// select treasure_Type, weenie_Class_Id, palette_Id, shade, stack_Size, probability from treasure_wielded order by treasure_Type;
248,311,0,0,0,0.6
248,305,0,0,15,1
248,301,0,0,0,0.14
248,350,0,0,0,0.07
248,324,0,0,0,0.06
248,327,0,0,0,0.06
248,351,0,0,0,0.06
248,332,0,0,0,0.1
248,339,0,0,0,0.06
248,340,0,0,0,0.06
248,336,0,0,0,0.13
248,344,0,0,0,0.13
248,353,0,0,0,0.06
248,354,0,0,0,0.06
248,92,0,0,0,0.3
248,91,0,0,0,0.2
248,94,0,0,0,0.2
249,23654,0,0,4,0.1
249,23735,0,0,0,0.1
249,300,0,0,18,1
249,23735,0,0,0,0.1
249,1437,0,0,20,1
249,23735,0,0,0,0.1
249,4181,0,0,10,1
249,23666,0,0,0,0.1
249,305,0,0,12,1
249,23666,0,0,0,0.1
249,4188,0,0,14,1
249,23666,0,0,0,0.1
249,4185,0,0,16,1
249,23675,0,0,0,0.15
249,23638,0,0,0,0.15
249,23681,0,0,0,0.15
249,23697,0,0,0,0.15
249,23701,0,0,0,0.15
249,23731,0,0,0,0.15
249,23685,0,0,0,0.5
249,95,0,0,0,0.25
250,23675,0,0,0,0.25
250,23681,0,0,0,0.25
250,23638,0,0,0,0.25
250,23701,0,0,0,0.25
250,23685,0,0,0,0.85
251,308,0,0,0,0.05
251,309,0,0,0,0.05
251,313,0,0,0,0.05
251,314,0,0,0,0.05
251,303,0,0,0,0.05
251,319,0,0,0,0.05
251,321,0,0,0,0.05
251,325,0,0,0,0.05
251,326,0,0,0,0.05
251,328,0,0,0,0.05
251,329,0,0,0,0.05
251,331,0,0,0,0.05
251,352,0,0,0,0.05
251,342,0,0,0,0.05
251,345,0,0,0,0.05
251,348,0,0,0,0.05
251,356,0,0,0,0.05
251,357,0,0,0,0.05
251,361,0,0,0,0.05
251,362,0,0,0,0.05
251,316,0,0,10,0.05
251,343,0,0,10,0.05
251,315,0,0,10,0.08
251,320,0,0,5,0.08
251,317,0,0,5,0.08
251,310,0,0,4,0.08
268,23651,0,0,0,0.5
269,23658,0,0,15,0.5
269,23644,0,0,0,0.5
270,304,0,0,3,0.01
270,310,0,0,3,0.01
270,301,0,0,0,0.15
270,309,0,0,0,0.05
270,313,0,0,0,0.1
270,322,0,0,0,0.03
270,325,0,0,0,0.05
270,331,0,0,0,0.1
270,332,0,0,0,0.15
270,333,0,0,0,0.03
270,342,0,0,0,0.1
270,344,0,0,0,0.1
270,356,0,0,0,0.1
271,23646,0,0,0,0.3
271,23649,0,0,0,0.3
272,23705,0,0,0,0.5
272,23716,0,0,0,0.5
273,23660,0,0,10,0.33
273,23656,0,0,10,0.33
273,23652,0,0,10,0.34
273,23703,0,0,0,0.25
273,23709,0,0,0,0.25
273,23706,0,0,0,0.25
273,23699,0,0,0,0.25
274,23708,0,0,0,0.25
274,23702,0,0,0,0.25
274,23720,0,0,0,0.25
274,23712,0,0,0,0.25
275,23748,0,0,1,1
275,23742,0,0,0,0.2
275,23768,0,0,0,0.2
275,23752,0,0,0,0.2
275,23760,0,0,0,0.2
276,23744,0,0,1,1
276,23738,0,0,0,0.2
276,23762,0,0,0,0.2
276,23750,0,0,0,0.2
276,23758,0,0,0,0.2
276,23754,0,0,0,0.2
277,3943,0,0,0,0.45
277,3944,0,0,0,0.05
277,3945,0,0,0,0.05
277,3947,0,0,0,0.1
277,3946,0,0,0,0.05
277,310,0,0,10,0.3
278,3943,0,0,0,0.45
278,3944,0,0,0,0.05
278,3945,0,0,0,0.05
278,3947,0,0,0,0.1
278,3946,0,0,0,0.05
278,310,0,0,10,0.3
279,3943,0,0,0,0.45
279,3944,0,0,0,0.05
279,3945,0,0,0,0.05
279,3947,0,0,0,0.1
279,3946,0,0,0,0.05
279,310,0,0,10,0.3
280,23659,0,0,5,0.25
280,23662,0,0,4,0.25
280,23723,0,0,0,0.15
280,23731,0,0,0,0.25
280,23701,0,0,0,0.15
280,23689,0,0,0,0.15
280,23697,0,0,0,0.15
280,23719,0,0,0,0.15
281,23698,0,0,0,0.35
281,23702,0,0,0,0.25
281,23732,0,0,0,0.4
282,23657,0,0,5,0.25
282,23661,0,0,4,0.25
282,23722,0,0,0,0.1
282,23730,0,0,0,0.2
282,23710,0,0,0,0.1
282,23718,0,0,0,0.15
282,23688,0,0,0,0.1
282,23696,0,0,0,0.1
282,23707,0,0,0,0.1
282,23700,0,0,0,0.1
283,23734,0,0,0,0.8
283,15429,0,0,14,1
283,23674,0,0,0,0.1
283,23684,0,0,0,1
283,23680,0,0,0,0.1
283,23684,0,0,0,1
283,23637,0,0,0,0.1
283,23684,0,0,0,1
283,23696,0,0,0,0.1
283,23684,0,0,0,1
283,23700,0,0,0,0.1
283,23684,0,0,0,1
283,23730,0,0,0,0.5
283,23684,0,0,0,1
284,23736,0,0,0,0.8
284,5304,0,0,14,1
284,23676,0,0,0,0.1
284,23686,0,0,0,1
284,23682,0,0,0,0.1
284,23686,0,0,0,1
284,23639,0,0,0,0.1
284,23686,0,0,0,1
284,23698,0,0,0,0.1
284,23686,0,0,0,1
284,23702,0,0,0,0.1
284,23686,0,0,0,1
284,23732,0,0,0,0.5
284,23686,0,0,0,1
285,23736,0,0,0,0.6
285,5304,0,0,14,1
285,23676,0,0,0,0.1
285,23682,0,0,0,0.1
285,23639,0,0,0,0.1
285,23698,0,0,0,0.1
285,23702,0,0,0,0.1
285,23732,0,0,0,0.5
285,23686,0,0,0,0.7
286,23736,0,0,0,0.5
286,5306,0,0,16,1
286,23686,0,0,0,0.5
286,23690,0,0,0,0.25
286,23724,0,0,0,0.25
287,23736,0,0,0,0.5
287,5305,0,0,16,1
287,23686,0,0,0,0.5
287,23708,0,0,0,0.5
288,23734,0,0,0,0.5
288,15430,0,0,16,1
288,23684,0,0,0,0.5
288,23688,0,0,0,0.25
288,23722,0,0,0,0.25
289,23736,0,0,0,0.5
289,5305,0,0,16,1
289,23686,0,0,0,0.5
289,23708,0,0,0,0.5
290,23663,0,0,5,0.4
290,23655,0,0,5,0.3
290,23736,0,0,0,0.3
290,5304,0,0,18,1
290,23728,0,0,0,0.25
290,23732,0,0,0,0.25
290,23694,0,0,0,0.15
290,23698,0,0,0,0.15
290,23702,0,0,0,0.2
291,23663,0,0,5,0.4
291,23655,0,0,5,0.3
291,23736,0,0,0,0.3
291,5304,0,0,18,1
291,23728,0,0,0,0.25
291,23732,0,0,0,0.25
291,23694,0,0,0,0.15
291,23698,0,0,0,0.15
291,23702,0,0,0,0.2
292,7967,0,0,0,0.5
293,23645,0,0,0,0.2
293,23660,0,0,15,0.2
293,23640,0,0,0,0.2
293,23652,0,0,15,0.2
294,304,0,0,3,0.01
294,310,0,0,3,0.01
294,301,0,0,0,0.15
294,309,0,0,0,0.05
294,313,0,0,0,0.1
294,322,0,0,0,0.03
294,325,0,0,0,0.05
294,331,0,0,0,0.1
294,332,0,0,0,0.15
294,333,0,0,0,0.03
294,342,0,0,0,0.1
294,344,0,0,0,0.1
294,356,0,0,0,0.1
295,23663,0,0,15,0.5
295,23648,0,0,0,0.5
296,23735,0,0,0,0.5
296,4181,0,0,16,1
296,23685,0,0,0,0.5
296,23689,0,0,0,0.25
296,23723,0,0,0,0.25
297,23699,0,0,0,0.33
297,23709,0,0,0,0.33
297,23721,0,0,0,0.34
298,7311,0,0,15,1
299,7308,0,0,10,0.25
299,7309,0,0,10,0.25
299,7311,0,0,10,0.25
299,7313,0,0,10,0.25
299,7972,0,0,0,0.25
299,7970,0,0,0,0.25
299,7967,0,0,0,0.25
299,7966,0,0,0,0.25
300,23647,0,0,0,0.2
300,23662,0,0,15,0.2
300,23654,0,0,15,0.2
300,23650,0,0,0,0.2
301,23649,0,0,0,0.3
301,23646,0,0,0,0.3
302,7578,0,0,1,0.9
302,23765,0,0,0,0.4
302,7577,0,0,0,0.4
303,7578,0,0,1,1
303,7577,0,0,0,0.6
303,23766,0,0,0,0.4
304,7578,0,0,1,1
304,7577,0,0,0,0.5
304,23765,0,0,0,0.5
305,7578,0,0,1,0.75
305,7577,0,0,0,0.9
306,7577,0,0,0,0.45
306,23765,0,0,0,0.3
307,7578,0,0,1,0.9
307,7577,0,0,0,0.9
311,23736,0,0,0,0.5
311,5305,0,0,16,1
311,23686,0,0,0,0.5
311,23708,0,0,0,0.5
321,23745,0,0,1,1
321,23739,0,0,0,0.5
321,23763,0,0,0,0.5
322,7578,0,0,1,0.9
322,7577,0,0,0,0.9
323,7577,0,0,0,0.45
323,23765,0,0,0,0.3
324,7578,0,0,1,0.75
324,7577,0,0,0,0.9
325,7578,0,0,1,1
325,7577,0,0,0,0.5
325,23765,0,0,0,0.5
326,23746,0,0,1,1
326,23740,0,0,0,0.6
326,23764,0,0,0,0.4
327,7578,0,0,1,0.9
327,23765,0,0,0,0.4
327,7577,0,0,0,0.4
330,308,0,0,0,0.1
330,339,0,0,0,0.1
330,340,0,0,0,0.1
330,348,0,0,0,0.2
330,353,0,0,0,0.1
330,362,0,0,0,0.4
330,320,0,0,4,0.05
330,317,0,0,0,0.05
331,308,0,0,0,0.1
331,339,0,0,0,0.1
331,340,0,0,0,0.1
331,348,0,0,0,0.2
331,353,0,0,0,0.1
331,362,0,0,0,0.4
331,320,0,0,4,0.05
331,317,0,0,0,0.05
332,23719,0,0,0,0.95
332,23701,0,0,0,0.05
333,23697,0,0,0,0.35
333,23701,0,0,0,0.25
333,23731,0,0,0,0.4
335,23722,0,0,0,0.2
335,23730,0,0,0,0.25
335,23688,0,0,0,0.1
335,23696,0,0,0,0.1
335,23707,0,0,0,0.1
335,23700,0,0,0,0.1
335,23684,0,0,0,0.55
336,8560,0,0,0,1
336,300,0,0,20,1
337,8525,0,0,2,1
337,8524,0,0,0,1
364,2606,0,0,0,0.4
364,115,0,0,0,0.3
364,116,0,0,0,0.2
364,7897,0,0,0,0.1
364,2596,7,0.5,0,0.00641
364,2596,6,0.67,0,0.00641
364,2596,4,0.6,0,0.00641
364,2596,10,0.5,0,0.00641
364,2596,3,0.67,0,0.00641
364,2596,9,0.5,0,0.00641
364,2596,9,0,0,0.00641
364,2596,13,0.5,0,0.00641
364,2596,5,0.5,0,0.00641
364,2596,18,0.5,0,0.00641
364,2596,2,0.8,0,0.00641
364,2596,9,0.8,0,0.00641
364,2596,11,0.5,0,0.00641
364,124,7,0.5,0,0.00641
364,124,6,0.67,0,0.00641
364,124,4,0.6,0,0.00641
364,124,10,0.5,0,0.00641
364,124,3,0.67,0,0.00641
364,124,9,0.5,0,0.00641
364,124,9,0,0,0.00641
364,124,13,0.5,0,0.00641
364,124,5,0.5,0,0.00641
364,124,18,0.5,0,0.00641
364,124,2,0.8,0,0.00641
364,124,9,0.8,0,0.00641
364,124,11,0.5,0,0.00641
364,130,7,0.5,0,0.00641
364,130,6,0.67,0,0.00641
364,130,4,0.6,0,0.00641
364,130,10,0.5,0,0.00641
364,130,3,0.67,0,0.00641
364,130,9,0.5,0,0.00641
364,130,9,0,0,0.00641
364,130,13,0.5,0,0.00641
364,130,5,0.5,0,0.00641
364,130,18,0.5,0,0.00641
364,130,2,0.8,0,0.00641
364,130,9,0.8,0,0.00641
364,130,11,0.5,0,0.00641
364,2590,7,0.5,0,0.00641
364,2590,6,0.67,0,0.00641
364,2590,4,0.6,0,0.00641
364,2590,10,0.5,0,0.00641
364,2590,3,0.67,0,0.00641
364,2590,9,0.5,0,0.00641
364,2590,9,0,0,0.00641
364,2590,13,0.5,0,0.00641
364,2590,5,0.5,0,0.00641
364,2590,18,0.5,0,0.00641
364,2590,2,0.8,0,0.00641
364,2590,9,0.8,0,0.00641
364,2590,11,0.5,0,0.00641
364,2588,7,0.5,0,0.00641
364,2588,6,0.67,0,0.00641
364,2588,4,0.6,0,0.00641
364,2588,10,0.5,0,0.00641
364,2588,3,0.67,0,0.00641
364,2588,9,0.5,0,0.00641
364,2588,9,0,0,0.00641
364,2588,13,0.5,0,0.00641
364,2588,5,0.5,0,0.00641
364,2588,18,0.5,0,0.00641
364,2588,2,0.8,0,0.00641
364,2588,9,0.8,0,0.00641
364,2588,11,0.5,0,0.00641
364,2587,7,0.5,0,0.00641
364,2587,6,0.67,0,0.00641
364,2587,4,0.6,0,0.00641
364,2587,10,0.5,0,0.00641
364,2587,3,0.67,0,0.00641
364,2587,9,0.5,0,0.00641
364,2587,9,0,0,0.00641
364,2587,13,0.5,0,0.00641
364,2587,5,0.5,0,0.00641
364,2587,18,0.5,0,0.00641
364,2587,2,0.8,0,0.00641
364,2587,9,0.8,0,0.00641
364,2587,11,0.5,0,0.00641
364,2591,7,0.5,0,0.00641
364,2591,6,0.67,0,0.00641
364,2591,4,0.6,0,0.00641
364,2591,10,0.5,0,0.00641
364,2591,3,0.67,0,0.00641
364,2591,9,0.5,0,0.00641
364,2591,9,0,0,0.00641
364,2591,13,0.5,0,0.00641
364,2591,5,0.5,0,0.00641
364,2591,18,0.5,0,0.00641
364,2591,2,0.8,0,0.00641
364,2591,9,0.8,0,0.00641
364,2591,11,0.5,0,0.00641
364,134,7,0.5,0,0.00641
364,134,6,0.67,0,0.00641
364,134,4,0.6,0,0.00641
364,134,10,0.5,0,0.00641
364,134,3,0.67,0,0.00641
364,134,9,0.5,0,0.00641
364,134,9,0,0,0.00641
364,134,13,0.5,0,0.00641
364,134,5,0.5,0,0.00641
364,134,18,0.5,0,0.00641
364,134,2,0.8,0,0.00641
364,134,9,0.8,0,0.00641
364,134,11,0.5,0,0.00641
364,2595,7,0.5,0,0.00641
364,2595,6,0.67,0,0.00641
364,2595,4,0.6,0,0.00641
364,2595,10,0.5,0,0.00641
364,2595,3,0.67,0,0.00641
364,2595,9,0.5,0,0.00641
364,2595,9,0,0,0.00641
364,2595,13,0.5,0,0.00641
364,2595,5,0.5,0,0.00641
364,2595,18,0.5,0,0.00641
364,2595,2,0.8,0,0.00641
364,2595,9,0.8,0,0.00641
364,2595,11,0.5,0,0.00641
364,2594,7,0.5,0,0.00641
364,2594,6,0.67,0,0.00641
364,2594,4,0.6,0,0.00641
364,2594,10,0.5,0,0.00641
364,2594,3,0.67,0,0.00641
364,2594,9,0.5,0,0.00641
364,2594,9,0,0,0.00641
364,2594,13,0.5,0,0.00641
364,2594,5,0.5,0,0.00641
364,2594,18,0.5,0,0.00641
364,2594,2,0.8,0,0.00641
364,2594,9,0.8,0,0.00641
364,2594,11,0.5,0,0.00641
364,2593,7,0.5,0,0.00641
364,2593,6,0.67,0,0.00641
364,2593,4,0.6,0,0.00641
364,2593,10,0.5,0,0.00641
364,2593,3,0.67,0,0.00641
364,2593,9,0.5,0,0.00641
364,2593,9,0,0,0.00641
364,2593,13,0.5,0,0.00641
364,2593,5,0.5,0,0.00641
364,2593,18,0.5,0,0.00641
364,2593,2,0.8,0,0.00641
364,2593,9,0.8,0,0.00641
364,2593,11,0.5,0,0.00641
364,2592,7,0.5,0,0.00641
364,2592,6,0.67,0,0.00641
364,2592,4,0.6,0,0.00641
364,2592,10,0.5,0,0.00641
364,2592,3,0.67,0,0.00641
364,2592,9,0.5,0,0.00641
364,2592,9,0,0,0.00641
364,2592,13,0.5,0,0.00641
364,2592,5,0.5,0,0.00641
364,2592,18,0.5,0,0.00641
364,2592,2,0.8,0,0.00641
364,2592,9,0.8,0,0.00641
364,2592,11,0.5,0,0.00641
364,2600,7,0.5,0,0.00854
364,2600,6,0.67,0,0.00854
364,2600,4,0.6,0,0.00854
364,2600,10,0.5,0,0.00854
364,2600,3,0.67,0,0.00854
364,2600,9,0.5,0,0.00854
364,2600,9,0,0,0.00854
364,2600,13,0.5,0,0.00854
364,2600,5,0.5,0,0.00854
364,2600,18,0.5,0,0.00854
364,2600,2,0.8,0,0.00854
364,2600,9,0.8,0,0.00854
364,2600,11,0.5,0,0.00854
364,127,7,0.5,0,0.00854
364,127,6,0.67,0,0.00854
364,127,4,0.6,0,0.00854
364,127,10,0.5,0,0.00854
364,127,3,0.67,0,0.00854
364,127,9,0.5,0,0.00854
364,127,9,0,0,0.00854
364,127,13,0.5,0,0.00854
364,127,5,0.5,0,0.00854
364,127,18,0.5,0,0.00854
364,127,2,0.8,0,0.00854
364,127,9,0.8,0,0.00854
364,127,11,0.5,0,0.00854
364,2597,7,0.5,0,0.00854
364,2597,6,0.67,0,0.00854
364,2597,4,0.6,0,0.00854
364,2597,10,0.5,0,0.00854
364,2597,3,0.67,0,0.00854
364,2597,9,0.5,0,0.00854
364,2597,9,0,0,0.00854
364,2597,13,0.5,0,0.00854
364,2597,5,0.5,0,0.00854
364,2597,18,0.5,0,0.00854
364,2597,2,0.8,0,0.00854
364,2597,9,0.8,0,0.00854
364,2597,11,0.5,0,0.00854
364,2598,7,0.5,0,0.00854
364,2598,6,0.67,0,0.00854
364,2598,4,0.6,0,0.00854
364,2598,10,0.5,0,0.00854
364,2598,3,0.67,0,0.00854
364,2598,9,0.5,0,0.00854
364,2598,9,0,0,0.00854
364,2598,13,0.5,0,0.00854
364,2598,5,0.5,0,0.00854
364,2598,18,0.5,0,0.00854
364,2598,2,0.8,0,0.00854
364,2598,9,0.8,0,0.00854
364,2598,11,0.5,0,0.00854
364,2601,7,0.5,0,0.00854
364,2601,6,0.67,0,0.00854
364,2601,4,0.6,0,0.00854
364,2601,10,0.5,0,0.00854
364,2601,3,0.67,0,0.00854
364,2601,9,0.5,0,0.00854
364,2601,9,0,0,0.00854
364,2601,13,0.5,0,0.00854
364,2601,5,0.5,0,0.00854
364,2601,18,0.5,0,0.00854
364,2601,2,0.8,0,0.00854
364,2601,9,0.8,0,0.00854
364,2601,11,0.5,0,0.00854
364,117,7,0.5,0,0.00854
364,117,6,0.67,0,0.00854
364,117,4,0.6,0,0.00854
364,117,10,0.5,0,0.00854
364,117,3,0.67,0,0.00854
364,117,9,0.5,0,0.00854
364,117,9,0,0,0.00854
364,117,13,0.5,0,0.00854
364,117,5,0.5,0,0.00854
364,117,18,0.5,0,0.00854
364,117,2,0.8,0,0.00854
364,117,9,0.8,0,0.00854
364,117,11,0.5,0,0.00854
364,2603,7,0.5,0,0.00854
364,2603,6,0.67,0,0.00854
364,2603,4,0.6,0,0.00854
364,2603,10,0.5,0,0.00854
364,2603,3,0.67,0,0.00854
364,2603,9,0.5,0,0.00854
364,2603,9,0,0,0.00854
364,2603,13,0.5,0,0.00854
364,2603,5,0.5,0,0.00854
364,2603,18,0.5,0,0.00854
364,2603,2,0.8,0,0.00854
364,2603,9,0.8,0,0.00854
364,2603,11,0.5,0,0.00854
364,2602,7,0.5,0,0.00854
364,2602,6,0.67,0,0.00854
364,2602,4,0.6,0,0.00854
364,2602,10,0.5,0,0.00854
364,2602,3,0.67,0,0.00854
364,2602,9,0.5,0,0.00854
364,2602,9,0,0,0.00854
364,2602,13,0.5,0,0.00854
364,2602,5,0.5,0,0.00854
364,2602,18,0.5,0,0.00854
364,2602,2,0.8,0,0.00854
364,2602,9,0.8,0,0.00854
364,2602,11,0.5,0,0.00854
364,2604,7,0.5,0,0.00854
364,2604,6,0.67,0,0.00854
364,2604,4,0.6,0,0.00854
364,2604,10,0.5,0,0.00854
364,2604,3,0.67,0,0.00854
364,2604,9,0.5,0,0.00854
364,2604,9,0,0,0.00854
364,2604,13,0.5,0,0.00854
364,2604,5,0.5,0,0.00854
364,2604,18,0.5,0,0.00854
364,2604,2,0.8,0,0.00854
364,2604,9,0.8,0,0.00854
364,2604,11,0.5,0,0.00854
364,122,9,0.5,0,0.02
364,122,18,0.5,0,0.02
364,122,4,0.8,0,0.02
364,59,0,0,0,0.01
364,5905,0,0,0,0.01
364,75,0,0,0,0.01
364,135,0,0,0,0.01
364,128,0,0,0,0.01
364,85,0,0,0,0.01
364,74,0,0,0,0.01
364,39,0,0,0,0.05
364,37,0,0,0,0.05
364,87,0,0,0,0.05
364,83,0,0,0,0.05
364,71,0,0,0,0.05
364,72,0,0,0,0.05
364,73,0,0,0,0.05
364,80,0,0,0,0.05
364,12051,0,0,0,0.0277
364,12052,0,0,0,0.0277
364,12053,0,0,0,0.0277
364,12054,0,0,0,0.0277
364,12055,0,0,0,0.0277
364,12056,0,0,0,0.0277
364,12057,0,0,0,0.0277
364,12058,0,0,0,0.0277
364,12059,0,0,0,0.0277
364,12060,0,0,0,0.0277
364,12061,0,0,0,0.0277
364,12062,0,0,0,0.0277
364,12063,0,0,0,0.0277
364,12064,0,0,0,0.0277
364,12065,0,0,0,0.0277
364,12066,0,0,0,0.0277
364,12067,0,0,0,0.0277
364,12068,0,0,0,0.0277
364,12069,0,0,0,0.0277
364,12070,0,0,0,0.0277
364,12071,0,0,0,0.0277
364,12072,0,0,0,0.0277
364,12073,0,0,0,0.0277
364,12074,0,0,0,0.0277
364,12075,0,0,0,0.0277
364,12076,0,0,0,0.0277
364,12077,0,0,0,0.0277
364,12078,0,0,0,0.0277
364,12079,0,0,0,0.0277
364,12080,0,0,0,0.0277
364,12081,0,0,0,0.0277
364,12082,0,0,0,0.0277
364,12083,0,0,0,0.0277
364,12084,0,0,0,0.0277
364,12085,0,0,0,0.0277
364,12086,0,0,0,0.0277
366,11751,0,0,0,0.8
366,11777,0,0,0,0.2
367,11752,0,0,0,0.8
367,11778,0,0,0,0.2
368,11753,0,0,0,0.8
368,11779,0,0,0,0.2
369,11754,0,0,0,0.8
369,11780,0,0,0,0.2
370,11755,0,0,0,0.8
370,11781,0,0,0,0.2
371,11756,0,0,0,0.8
371,11782,0,0,0,0.2
372,320,0,0,5,0.1
372,317,0,0,5,0.1
372,310,0,0,4,0.05
372,304,0,0,6,0.05
372,307,0,0,0,0.03
372,300,0,0,25,1
372,341,0,0,0,0.03
372,300,0,0,20,1
372,312,0,0,0,0.11
372,305,0,0,15,1
372,11892,0,0,0,0.26
372,305,0,0,20,1
372,306,0,0,0,0.06
372,300,0,0,22,1
372,363,0,0,0,0.04
372,300,0,0,20,1
372,311,0,0,0,0.14
372,305,0,0,15,1
372,11916,0,0,0,0.25
372,11913,0,0,0,0.25
372,11907,0,0,0,0.25
372,324,0,0,0,0.03
372,351,0,0,0,0.03
372,344,0,0,0,0.05
372,353,0,0,0,0.05
372,359,0,0,0,0.05
373,320,0,0,5,0.1
373,317,0,0,5,0.1
373,310,0,0,4,0.05
373,304,0,0,6,0.05
373,307,0,0,0,0.03
373,300,0,0,25,1
373,341,0,0,0,0.03
373,300,0,0,20,1
373,312,0,0,0,0.11
373,305,0,0,15,1
373,11891,0,0,0,0.26
373,305,0,0,20,1
373,306,0,0,0,0.06
373,300,0,0,22,1
373,363,0,0,0,0.04
373,300,0,0,20,1
373,311,0,0,0,0.14
373,305,0,0,15,1
373,11915,0,0,0,0.25
373,11912,0,0,0,0.25
373,11906,0,0,0,0.25
373,324,0,0,0,0.03
373,351,0,0,0,0.03
373,344,0,0,0,0.05
373,353,0,0,0,0.05
373,359,0,0,0,0.05
374,320,0,0,5,0.1
374,317,0,0,5,0.1
374,310,0,0,4,0.05
374,304,0,0,6,0.05
374,307,0,0,0,0.03
374,300,0,0,25,1
374,341,0,0,0,0.03
374,300,0,0,20,1
374,312,0,0,0,0.11
374,305,0,0,15,1
374,11893,0,0,0,0.26
374,305,0,0,20,1
374,306,0,0,0,0.06
374,300,0,0,22,1
374,363,0,0,0,0.04
374,300,0,0,20,1
374,311,0,0,0,0.14
374,305,0,0,15,1
374,11917,0,0,0,0.25
374,11914,0,0,0,0.25
374,11908,0,0,0,0.25
374,324,0,0,0,0.03
374,351,0,0,0,0.03
374,344,0,0,0,0.05
374,353,0,0,0,0.05
374,359,0,0,0,0.05
376,8620,0,0,5,0.25
376,8621,0,0,4,0.25
376,12028,0,0,0,1
376,92,0,0,0,0.1
376,91,0,0,0,0.1
376,94,0,0,0,0.2
376,95,0,0,0,0.15
377,307,0,0,0,0.22
377,5305,0,0,25,1
377,341,0,0,0,0.23
377,5306,0,0,20,1
377,312,0,0,0,0.11
377,5318,0,0,15,1
377,306,0,0,0,0.16
377,5308,0,0,22,1
377,363,0,0,0,0.14
377,5307,0,0,20,1
377,311,0,0,0,0.14
377,5318,0,0,15,1
378,307,0,0,0,0.22
378,3598,0,0,25,1
378,341,0,0,0,0.23
378,4181,0,0,20,1
378,312,0,0,0,0.11
378,4186,0,0,15,1
378,306,0,0,0,0.16
378,1437,0,0,22,1
378,363,0,0,0,0.14
378,4183,0,0,20,1
378,311,0,0,0,0.14
378,3602,0,0,15,1
379,307,0,0,0,0.22
379,5309,0,0,25,1
379,341,0,0,0,0.23
379,5306,0,0,20,1
379,312,0,0,0,0.11
379,5315,0,0,15,1
379,306,0,0,0,0.16
379,5305,0,0,22,1
379,363,0,0,0,0.14
379,5308,0,0,20,1
379,311,0,0,0,0.14
379,5318,0,0,15,1
380,11971,0,0,0,1
381,12111,0,0,0,0.17
381,12114,0,0,0,0.17
381,12117,0,0,0,0.17
381,12120,0,0,0,0.17
381,12123,0,0,0,0.17
381,324,0,0,0,0.03
381,351,0,0,0,0.03
381,344,0,0,0,0.03
381,353,0,0,0,0.03
381,359,0,0,0,0.03
382,12112,0,0,0,0.17
382,12115,0,0,0,0.17
382,12118,0,0,0,0.17
382,12124,0,0,0,0.17
382,12121,0,0,0,0.17
382,324,0,0,0,0.03
382,351,0,0,0,0.03
382,344,0,0,0,0.03
382,353,0,0,0,0.03
382,359,0,0,0,0.03
383,12113,0,0,0,0.17
383,12116,0,0,0,0.17
383,12119,0,0,0,0.17
383,12125,0,0,0,0.17
383,12122,0,0,0,0.17
383,324,0,0,0,0.03
383,351,0,0,0,0.03
383,344,0,0,0,0.03
383,353,0,0,0,0.03
383,359,0,0,0,0.03
384,307,0,0,0,0.05
384,300,0,0,25,1
384,341,0,0,0,0.05
384,300,0,0,20,1
384,312,0,0,0,0.1
384,305,0,0,15,1
384,11892,0,0,0,0.45
384,305,0,0,20,1
384,306,0,0,0,0.1
384,300,0,0,22,1
384,363,0,0,0,0.1
384,300,0,0,20,1
384,311,0,0,0,0.15
384,305,0,0,15,1
385,307,0,0,0,0.05
385,300,0,0,25,1
385,341,0,0,0,0.05
385,300,0,0,20,1
385,312,0,0,0,0.1
385,305,0,0,15,1
385,11891,0,0,0,0.45
385,305,0,0,20,1
385,306,0,0,0,0.1
385,300,0,0,22,1
385,363,0,0,0,0.1
385,300,0,0,20,1
385,311,0,0,0,0.15
385,305,0,0,15,1
386,307,0,0,0,0.05
386,300,0,0,25,1
386,341,0,0,0,0.05
386,300,0,0,20,1
386,312,0,0,0,0.1
386,305,0,0,15,1
386,11893,0,0,0,0.45
386,305,0,0,20,1
386,306,0,0,0,0.1
386,300,0,0,22,1
386,363,0,0,0,0.1
386,300,0,0,20,1
386,311,0,0,0,0.15
386,305,0,0,15,1
387,11916,0,0,0,0.25
387,11913,0,0,0,0.25
387,11907,0,0,0,0.25
387,324,0,0,0,0.03
387,351,0,0,0,0.03
387,344,0,0,0,0.03
387,353,0,0,0,0.02
387,359,0,0,0,0.02
387,320,0,0,5,0.03
387,317,0,0,5,0.03
387,310,0,0,4,0.03
387,304,0,0,6,0.03
388,11915,0,0,0,0.25
388,11912,0,0,0,0.25
388,11906,0,0,0,0.25
388,324,0,0,0,0.03
388,351,0,0,0,0.03
388,344,0,0,0,0.03
388,353,0,0,0,0.02
388,359,0,0,0,0.02
388,320,0,0,5,0.03
388,317,0,0,5,0.03
388,310,0,0,4,0.03
388,304,0,0,6,0.03
389,11917,0,0,0,0.25
389,11914,0,0,0,0.25
389,11908,0,0,0,0.25
389,324,0,0,0,0.03
389,351,0,0,0,0.03
389,344,0,0,0,0.03
389,353,0,0,0,0.02
389,359,0,0,0,0.02
389,320,0,0,5,0.03
389,317,0,0,5,0.03
389,310,0,0,4,0.03
389,304,0,0,6,0.03
392,9597,0,0,0,1
392,300,0,0,20,1
392,11916,0,0,0,0.34
392,11913,0,0,0,0.33
